England and Wales,Religion,Sex,Age Code,Age,Ethnic group,Observation
England and Wales,Sikh,Female,4,Aged 4 years,Does not apply,0
England and Wales,Sikh,Female,4,Aged 4 years,"Asian, Asian British or Asian Welsh",2434
England and Wales,Sikh,Female,4,Aged 4 years,"Black, Black British, Black Welsh, Caribbean or African",3
England and Wales,Sikh,Female,4,Aged 4 years,Mixed or Multiple ethnic groups,186
England and Wales,Sikh,Female,4,Aged 4 years,White,29
England and Wales,Sikh,Female,4,Aged 4 years,Other ethnic group,590
England and Wales,Sikh,Female,5,Aged 5 years,Does not apply,0
England and Wales,Sikh,Female,5,Aged 5 years,"Asian, Asian British or Asian Welsh",2502
England and Wales,Sikh,Female,5,Aged 5 years,"Black, Black British, Black Welsh, Caribbean or African",4
England and Wales,Sikh,Female,5,Aged 5 years,Mixed or Multiple ethnic groups,164
England and Wales,Sikh,Female,5,Aged 5 years,White,28
England and Wales,Sikh,Female,5,Aged 5 years,Other ethnic group,596
England and Wales,Sikh,Female,6,Aged 6 years,Does not apply,0
England and Wales,Sikh,Female,6,Aged 6 years,"Asian, Asian British or Asian Welsh",2427
England and Wales,Sikh,Female,6,Aged 6 years,"Black, Black British, Black Welsh, Caribbean or African",1
England and Wales,Sikh,Female,6,Aged 6 years,Mixed or Multiple ethnic groups,166
England and Wales,Sikh,Female,6,Aged 6 years,White,20
England and Wales,Sikh,Female,6,Aged 6 years,Other ethnic group,629
England and Wales,Sikh,Female,7,Aged 7 years,Does not apply,0
England and Wales,Sikh,Female,7,Aged 7 years,"Asian, Asian British or Asian Welsh",2537
England and Wales,Sikh,Female,7,Aged 7 years,"Black, Black British, Black Welsh, Caribbean or African",0
England and Wales,Sikh,Female,7,Aged 7 years,Mixed or Multiple ethnic groups,134
England and Wales,Sikh,Female,7,Aged 7 years,White,12
England and Wales,Sikh,Female,7,Aged 7 years,Other ethnic group,651
England and Wales,Sikh,Female,8,Aged 8 years,Does not apply,0
England and Wales,Sikh,Female,8,Aged 8 years,"Asian, Asian British or Asian Welsh",2687
England and Wales,Sikh,Female,8,Aged 8 years,"Black, Black British, Black Welsh, Caribbean or African",1
England and Wales,Sikh,Female,8,Aged 8 years,Mixed or Multiple ethnic groups,164
England and Wales,Sikh,Female,8,Aged 8 years,White,13
England and Wales,Sikh,Female,8,Aged 8 years,Other ethnic group,664
England and Wales,Sikh,Female,9,Aged 9 years,Does not apply,0
England and Wales,Sikh,Female,9,Aged 9 years,"Asian, Asian British or Asian Welsh",2602
England and Wales,Sikh,Female,9,Aged 9 years,"Black, Black British, Black Welsh, Caribbean or African",2
England and Wales,Sikh,Female,9,Aged 9 years,Mixed or Multiple ethnic groups,167
England and Wales,Sikh,Female,9,Aged 9 years,White,20
England and Wales,Sikh,Female,9,Aged 9 years,Other ethnic group,610
England and Wales,Sikh,Female,10,Aged 10 years,Does not apply,0
England and Wales,Sikh,Female,10,Aged 10 years,"Asian, Asian British or Asian Welsh",2616
England and Wales,Sikh,Female,10,Aged 10 years,"Black, Black British, Black Welsh, Caribbean or African",2
England and Wales,Sikh,Female,10,Aged 10 years,Mixed or Multiple ethnic groups,140
England and Wales,Sikh,Female,10,Aged 10 years,White,11
England and Wales,Sikh,Female,10,Aged 10 years,Other ethnic group,573
England and Wales,Sikh,Female,11,Aged 11 years,Does not apply,0
England and Wales,Sikh,Female,11,Aged 11 years,"Asian, Asian British or Asian Welsh",2496
England and Wales,Sikh,Female,11,Aged 11 years,"Black, Black British, Black Welsh, Caribbean or African",1
England and Wales,Sikh,Female,11,Aged 11 years,Mixed or Multiple ethnic groups,127
England and Wales,Sikh,Female,11,Aged 11 years,White,11
England and Wales,Sikh,Female,11,Aged 11 years,Other ethnic group,539
England and Wales,Sikh,Female,12,Aged 12 years,Does not apply,0
England and Wales,Sikh,Female,12,Aged 12 years,"Asian, Asian British or Asian Welsh",2548
England and Wales,Sikh,Female,12,Aged 12 years,"Black, Black British, Black Welsh, Caribbean or African",1
England and Wales,Sikh,Female,12,Aged 12 years,Mixed or Multiple ethnic groups,127
England and Wales,Sikh,Female,12,Aged 12 years,White,10
England and Wales,Sikh,Female,12,Aged 12 years,Other ethnic group,612
England and Wales,Sikh,Female,13,Aged 13 years,Does not apply,0
England and Wales,Sikh,Female,13,Aged 13 years,"Asian, Asian British or Asian Welsh",2581
England and Wales,Sikh,Female,13,Aged 13 years,"Black, Black British, Black Welsh, Caribbean or African",0
England and Wales,Sikh,Female,13,Aged 13 years,Mixed or Multiple ethnic groups,113
England and Wales,Sikh,Female,13,Aged 13 years,White,6
England and Wales,Sikh,Female,13,Aged 13 years,Other ethnic group,592
England and Wales,Sikh,Female,14,Aged 14 years,Does not apply,0
England and Wales,Sikh,Female,14,Aged 14 years,"Asian, Asian British or Asian Welsh",2575
England and Wales,Sikh,Female,14,Aged 14 years,"Black, Black British, Black Welsh, Caribbean or African",0
England and Wales,Sikh,Female,14,Aged 14 years,Mixed or Multiple ethnic groups,110
England and Wales,Sikh,Female,14,Aged 14 years,White,9
England and Wales,Sikh,Female,14,Aged 14 years,Other ethnic group,518
England and Wales,Sikh,Female,15,Aged 15 years,Does not apply,0
England and Wales,Sikh,Female,15,Aged 15 years,"Asian, Asian British or Asian Welsh",2305
England and Wales,Sikh,Female,15,Aged 15 years,"Black, Black British, Black Welsh, Caribbean or African",1
England and Wales,Sikh,Female,15,Aged 15 years,Mixed or Multiple ethnic groups,101
England and Wales,Sikh,Female,15,Aged 15 years,White,10
England and Wales,Sikh,Female,15,Aged 15 years,Other ethnic group,473
England and Wales,Sikh,Female,16,Aged 16 years,Does not apply,0
England and Wales,Sikh,Female,16,Aged 16 years,"Asian, Asian British or Asian Welsh",2376
England and Wales,Sikh,Female,16,Aged 16 years,"Black, Black British, Black Welsh, Caribbean or African",1
England and Wales,Sikh,Female,16,Aged 16 years,Mixed or Multiple ethnic groups,70
England and Wales,Sikh,Female,16,Aged 16 years,White,6
England and Wales,Sikh,Female,16,Aged 16 years,Other ethnic group,476
England and Wales,Sikh,Female,17,Aged 17 years,Does not apply,0
England and Wales,Sikh,Female,17,Aged 17 years,"Asian, Asian British or Asian Welsh",2309
England and Wales,Sikh,Female,17,Aged 17 years,"Black, Black British, Black Welsh, Caribbean or African",0
England and Wales,Sikh,Female,17,Aged 17 years,Mixed or Multiple ethnic groups,62
England and Wales,Sikh,Female,17,Aged 17 years,White,6
England and Wales,Sikh,Female,17,Aged 17 years,Other ethnic group,437
England and Wales,Sikh,Female,18,Aged 18 years,Does not apply,0
England and Wales,Sikh,Female,18,Aged 18 years,"Asian, Asian British or Asian Welsh",2452
England and Wales,Sikh,Female,18,Aged 18 years,"Black, Black British, Black Welsh, Caribbean or African",3
England and Wales,Sikh,Female,18,Aged 18 years,Mixed or Multiple ethnic groups,52
England and Wales,Sikh,Female,18,Aged 18 years,White,4
England and Wales,Sikh,Female,18,Aged 18 years,Other ethnic group,367
England and Wales,Sikh,Female,19,Aged 19 years,Does not apply,0
England and Wales,Sikh,Female,19,Aged 19 years,"Asian, Asian British or Asian Welsh",2256
England and Wales,Sikh,Female,19,Aged 19 years,"Black, Black British, Black Welsh, Caribbean or African",2
England and Wales,Sikh,Female,19,Aged 19 years,Mixed or Multiple ethnic groups,68
England and Wales,Sikh,Female,19,Aged 19 years,White,14
England and Wales,Sikh,Female,19,Aged 19 years,Other ethnic group,340
England and Wales,Sikh,Female,20,Aged 20 years,Does not apply,0
England and Wales,Sikh,Female,20,Aged 20 years,"Asian, Asian British or Asian Welsh",2400
England and Wales,Sikh,Female,20,Aged 20 years,"Black, Black British, Black Welsh, Caribbean or African",0
England and Wales,Sikh,Female,20,Aged 20 years,Mixed or Multiple ethnic groups,44
England and Wales,Sikh,Female,20,Aged 20 years,White,13
England and Wales,Sikh,Female,20,Aged 20 years,Other ethnic group,336
England and Wales,Sikh,Female,21,Aged 21 years,Does not apply,0
England and Wales,Sikh,Female,21,Aged 21 years,"Asian, Asian British or Asian Welsh",2389
England and Wales,Sikh,Female,21,Aged 21 years,"Black, Black British, Black Welsh, Caribbean or African",3
England and Wales,Sikh,Female,21,Aged 21 years,Mixed or Multiple ethnic groups,35
England and Wales,Sikh,Female,21,Aged 21 years,White,14
England and Wales,Sikh,Female,21,Aged 21 years,Other ethnic group,367
England and Wales,Sikh,Female,22,Aged 22 years,Does not apply,0
England and Wales,Sikh,Female,22,Aged 22 years,"Asian, Asian British or Asian Welsh",2526
England and Wales,Sikh,Female,22,Aged 22 years,"Black, Black British, Black Welsh, Caribbean or African",2
England and Wales,Sikh,Female,22,Aged 22 years,Mixed or Multiple ethnic groups,45
England and Wales,Sikh,Female,22,Aged 22 years,White,12
England and Wales,Sikh,Female,22,Aged 22 years,Other ethnic group,394
England and Wales,Sikh,Female,23,Aged 23 years,Does not apply,0
England and Wales,Sikh,Female,23,Aged 23 years,"Asian, Asian British or Asian Welsh",2457
England and Wales,Sikh,Female,23,Aged 23 years,"Black, Black British, Black Welsh, Caribbean or African",1
England and Wales,Sikh,Female,23,Aged 23 years,Mixed or Multiple ethnic groups,39
England and Wales,Sikh,Female,23,Aged 23 years,White,13
England and Wales,Sikh,Female,23,Aged 23 years,Other ethnic group,405
England and Wales,Sikh,Female,24,Aged 24 years,Does not apply,0
England and Wales,Sikh,Female,24,Aged 24 years,"Asian, Asian British or Asian Welsh",2657
England and Wales,Sikh,Female,24,Aged 24 years,"Black, Black British, Black Welsh, Caribbean or African",1
England and Wales,Sikh,Female,24,Aged 24 years,Mixed or Multiple ethnic groups,34
England and Wales,Sikh,Female,24,Aged 24 years,White,20
England and Wales,Sikh,Female,24,Aged 24 years,Other ethnic group,404
England and Wales,Sikh,Female,25,Aged 25 years,Does not apply,0
England and Wales,Sikh,Female,25,Aged 25 years,"Asian, Asian British or Asian Welsh",2636
England and Wales,Sikh,Female,25,Aged 25 years,"Black, Black British, Black Welsh, Caribbean or African",0
England and Wales,Sikh,Female,25,Aged 25 years,Mixed or Multiple ethnic groups,38
England and Wales,Sikh,Female,25,Aged 25 years,White,20
England and Wales,Sikh,Female,25,Aged 25 years,Other ethnic group,437
England and Wales,Sikh,Female,26,Aged 26 years,Does not apply,0
England and Wales,Sikh,Female,26,Aged 26 years,"Asian, Asian British or Asian Welsh",2684
England and Wales,Sikh,Female,26,Aged 26 years,"Black, Black British, Black Welsh, Caribbean or African",0
England and Wales,Sikh,Female,26,Aged 26 years,Mixed or Multiple ethnic groups,28
England and Wales,Sikh,Female,26,Aged 26 years,White,22
England and Wales,Sikh,Female,26,Aged 26 years,Other ethnic group,473
England and Wales,Sikh,Female,27,Aged 27 years,Does not apply,0
England and Wales,Sikh,Female,27,Aged 27 years,"Asian, Asian British or Asian Welsh",2732
England and Wales,Sikh,Female,27,Aged 27 years,"Black, Black British, Black Welsh, Caribbean or African",2
England and Wales,Sikh,Female,27,Aged 27 years,Mixed or Multiple ethnic groups,22
England and Wales,Sikh,Female,27,Aged 27 years,White,24
England and Wales,Sikh,Female,27,Aged 27 years,Other ethnic group,485
England and Wales,Sikh,Female,28,Aged 28 years,Does not apply,0
England and Wales,Sikh,Female,28,Aged 28 years,"Asian, Asian British or Asian Welsh",2908
England and Wales,Sikh,Female,28,Aged 28 years,"Black, Black British, Black Welsh, Caribbean or African",1
England and Wales,Sikh,Female,28,Aged 28 years,Mixed or Multiple ethnic groups,22
England and Wales,Sikh,Female,28,Aged 28 years,White,21
England and Wales,Sikh,Female,28,Aged 28 years,Other ethnic group,501
England and Wales,Sikh,Female,29,Aged 29 years,Does not apply,0
England and Wales,Sikh,Female,29,Aged 29 years,"Asian, Asian British or Asian Welsh",3098
England and Wales,Sikh,Female,29,Aged 29 years,"Black, Black British, Black Welsh, Caribbean or African",5
England and Wales,Sikh,Female,29,Aged 29 years,Mixed or Multiple ethnic groups,24
England and Wales,Sikh,Female,29,Aged 29 years,White,28
England and Wales,Sikh,Female,29,Aged 29 years,Other ethnic group,570
England and Wales,Sikh,Female,30,Aged 30 years,Does not apply,0
England and Wales,Sikh,Female,30,Aged 30 years,"Asian, Asian British or Asian Welsh",3195
England and Wales,Sikh,Female,30,Aged 30 years,"Black, Black British, Black Welsh, Caribbean or African",2
England and Wales,Sikh,Female,30,Aged 30 years,Mixed or Multiple ethnic groups,22
England and Wales,Sikh,Female,30,Aged 30 years,White,23
England and Wales,Sikh,Female,30,Aged 30 years,Other ethnic group,640
England and Wales,Sikh,Female,31,Aged 31 years,Does not apply,0
England and Wales,Sikh,Female,31,Aged 31 years,"Asian, Asian British or Asian Welsh",3349
England and Wales,Sikh,Female,31,Aged 31 years,"Black, Black British, Black Welsh, Caribbean or African",3
England and Wales,Sikh,Female,31,Aged 31 years,Mixed or Multiple ethnic groups,25
England and Wales,Sikh,Female,31,Aged 31 years,White,36
England and Wales,Sikh,Female,31,Aged 31 years,Other ethnic group,661
England and Wales,Sikh,Female,32,Aged 32 years,Does not apply,0
England and Wales,Sikh,Female,32,Aged 32 years,"Asian, Asian British or Asian Welsh",3708
England and Wales,Sikh,Female,32,Aged 32 years,"Black, Black British, Black Welsh, Caribbean or African",2
England and Wales,Sikh,Female,32,Aged 32 years,Mixed or Multiple ethnic groups,23
England and Wales,Sikh,Female,32,Aged 32 years,White,30
England and Wales,Sikh,Female,32,Aged 32 years,Other ethnic group,731
England and Wales,Sikh,Female,33,Aged 33 years,Does not apply,0
England and Wales,Sikh,Female,33,Aged 33 years,"Asian, Asian British or Asian Welsh",3893
England and Wales,Sikh,Female,33,Aged 33 years,"Black, Black British, Black Welsh, Caribbean or African",3
England and Wales,Sikh,Female,33,Aged 33 years,Mixed or Multiple ethnic groups,21
England and Wales,Sikh,Female,33,Aged 33 years,White,35
England and Wales,Sikh,Female,33,Aged 33 years,Other ethnic group,742
England and Wales,Sikh,Female,34,Aged 34 years,Does not apply,0
England and Wales,Sikh,Female,34,Aged 34 years,"Asian, Asian British or Asian Welsh",3946
England and Wales,Sikh,Female,34,Aged 34 years,"Black, Black British, Black Welsh, Caribbean or African",0
England and Wales,Sikh,Female,34,Aged 34 years,Mixed or Multiple ethnic groups,21
England and Wales,Sikh,Female,34,Aged 34 years,White,35
England and Wales,Sikh,Female,34,Aged 34 years,Other ethnic group,793
England and Wales,Sikh,Female,35,Aged 35 years,Does not apply,0
England and Wales,Sikh,Female,35,Aged 35 years,"Asian, Asian British or Asian Welsh",4082
England and Wales,Sikh,Female,35,Aged 35 years,"Black, Black British, Black Welsh, Caribbean or African",3
England and Wales,Sikh,Female,35,Aged 35 years,Mixed or Multiple ethnic groups,24
England and Wales,Sikh,Female,35,Aged 35 years,White,24
England and Wales,Sikh,Female,35,Aged 35 years,Other ethnic group,805
England and Wales,Sikh,Female,36,Aged 36 years,Does not apply,0
England and Wales,Sikh,Female,36,Aged 36 years,"Asian, Asian British or Asian Welsh",4193
England and Wales,Sikh,Female,36,Aged 36 years,"Black, Black British, Black Welsh, Caribbean or African",8
England and Wales,Sikh,Female,36,Aged 36 years,Mixed or Multiple ethnic groups,15
England and Wales,Sikh,Female,36,Aged 36 years,White,27
England and Wales,Sikh,Female,36,Aged 36 years,Other ethnic group,826
England and Wales,Sikh,Female,37,Aged 37 years,Does not apply,0
England and Wales,Sikh,Female,37,Aged 37 years,"Asian, Asian British or Asian Welsh",4089
England and Wales,Sikh,Female,37,Aged 37 years,"Black, Black British, Black Welsh, Caribbean or African",2
England and Wales,Sikh,Female,37,Aged 37 years,Mixed or Multiple ethnic groups,18
England and Wales,Sikh,Female,37,Aged 37 years,White,19
England and Wales,Sikh,Female,37,Aged 37 years,Other ethnic group,809
England and Wales,Sikh,Female,38,Aged 38 years,Does not apply,0
England and Wales,Sikh,Female,38,Aged 38 years,"Asian, Asian British or Asian Welsh",4221
England and Wales,Sikh,Female,38,Aged 38 years,"Black, Black British, Black Welsh, Caribbean or African",3
England and Wales,Sikh,Female,38,Aged 38 years,Mixed or Multiple ethnic groups,16
England and Wales,Sikh,Female,38,Aged 38 years,White,23
England and Wales,Sikh,Female,38,Aged 38 years,Other ethnic group,851
England and Wales,Sikh,Female,39,Aged 39 years,Does not apply,0
England and Wales,Sikh,Female,39,Aged 39 years,"Asian, Asian British or Asian Welsh",4059
England and Wales,Sikh,Female,39,Aged 39 years,"Black, Black British, Black Welsh, Caribbean or African",2
England and Wales,Sikh,Female,39,Aged 39 years,Mixed or Multiple ethnic groups,12
England and Wales,Sikh,Female,39,Aged 39 years,White,22
England and Wales,Sikh,Female,39,Aged 39 years,Other ethnic group,853
England and Wales,Sikh,Female,40,Aged 40 years,Does not apply,0
England and Wales,Sikh,Female,40,Aged 40 years,"Asian, Asian British or Asian Welsh",4153
England and Wales,Sikh,Female,40,Aged 40 years,"Black, Black British, Black Welsh, Caribbean or African",6
England and Wales,Sikh,Female,40,Aged 40 years,Mixed or Multiple ethnic groups,13
England and Wales,Sikh,Female,40,Aged 40 years,White,18
England and Wales,Sikh,Female,40,Aged 40 years,Other ethnic group,873
England and Wales,Sikh,Female,41,Aged 41 years,Does not apply,0
England and Wales,Sikh,Female,41,Aged 41 years,"Asian, Asian British or Asian Welsh",4182
England and Wales,Sikh,Female,41,Aged 41 years,"Black, Black British, Black Welsh, Caribbean or African",1
England and Wales,Sikh,Female,41,Aged 41 years,Mixed or Multiple ethnic groups,9
England and Wales,Sikh,Female,41,Aged 41 years,White,23
England and Wales,Sikh,Female,41,Aged 41 years,Other ethnic group,811
England and Wales,Sikh,Female,42,Aged 42 years,Does not apply,0
England and Wales,Sikh,Female,42,Aged 42 years,"Asian, Asian British or Asian Welsh",3736
England and Wales,Sikh,Female,42,Aged 42 years,"Black, Black British, Black Welsh, Caribbean or African",4
England and Wales,Sikh,Female,42,Aged 42 years,Mixed or Multiple ethnic groups,4
England and Wales,Sikh,Female,42,Aged 42 years,White,20
England and Wales,Sikh,Female,42,Aged 42 years,Other ethnic group,759
England and Wales,Sikh,Female,43,Aged 43 years,Does not apply,0
England and Wales,Sikh,Female,43,Aged 43 years,"Asian, Asian British or Asian Welsh",3741
England and Wales,Sikh,Female,43,Aged 43 years,"Black, Black British, Black Welsh, Caribbean or African",2
England and Wales,Sikh,Female,43,Aged 43 years,Mixed or Multiple ethnic groups,8
England and Wales,Sikh,Female,43,Aged 43 years,White,13
England and Wales,Sikh,Female,43,Aged 43 years,Other ethnic group,661
England and Wales,Sikh,Female,44,Aged 44 years,Does not apply,0
England and Wales,Sikh,Female,44,Aged 44 years,"Asian, Asian British or Asian Welsh",3620
England and Wales,Sikh,Female,44,Aged 44 years,"Black, Black British, Black Welsh, Caribbean or African",1
England and Wales,Sikh,Female,44,Aged 44 years,Mixed or Multiple ethnic groups,10
England and Wales,Sikh,Female,44,Aged 44 years,White,20
England and Wales,Sikh,Female,44,Aged 44 years,Other ethnic group,648
England and Wales,Sikh,Female,45,Aged 45 years,Does not apply,0
England and Wales,Sikh,Female,45,Aged 45 years,"Asian, Asian British or Asian Welsh",3437
England and Wales,Sikh,Female,45,Aged 45 years,"Black, Black British, Black Welsh, Caribbean or African",3
England and Wales,Sikh,Female,45,Aged 45 years,Mixed or Multiple ethnic groups,7
England and Wales,Sikh,Female,45,Aged 45 years,White,11
England and Wales,Sikh,Female,45,Aged 45 years,Other ethnic group,589
England and Wales,Sikh,Female,46,Aged 46 years,Does not apply,0
England and Wales,Sikh,Female,46,Aged 46 years,"Asian, Asian British or Asian Welsh",3301
England and Wales,Sikh,Female,46,Aged 46 years,"Black, Black British, Black Welsh, Caribbean or African",0
England and Wales,Sikh,Female,46,Aged 46 years,Mixed or Multiple ethnic groups,10
England and Wales,Sikh,Female,46,Aged 46 years,White,19
England and Wales,Sikh,Female,46,Aged 46 years,Other ethnic group,530
England and Wales,Sikh,Female,47,Aged 47 years,Does not apply,0
England and Wales,Sikh,Female,47,Aged 47 years,"Asian, Asian British or Asian Welsh",3235
England and Wales,Sikh,Female,47,Aged 47 years,"Black, Black British, Black Welsh, Caribbean or African",1
England and Wales,Sikh,Female,47,Aged 47 years,Mixed or Multiple ethnic groups,13
England and Wales,Sikh,Female,47,Aged 47 years,White,22
England and Wales,Sikh,Female,47,Aged 47 years,Other ethnic group,523
England and Wales,Sikh,Female,48,Aged 48 years,Does not apply,0
England and Wales,Sikh,Female,48,Aged 48 years,"Asian, Asian British or Asian Welsh",3116
England and Wales,Sikh,Female,48,Aged 48 years,"Black, Black British, Black Welsh, Caribbean or African",3
England and Wales,Sikh,Female,48,Aged 48 years,Mixed or Multiple ethnic groups,6
England and Wales,Sikh,Female,48,Aged 48 years,White,19
England and Wales,Sikh,Female,48,Aged 48 years,Other ethnic group,474
England and Wales,Sikh,Female,49,Aged 49 years,Does not apply,0
England and Wales,Sikh,Female,49,Aged 49 years,"Asian, Asian British or Asian Welsh",2995
England and Wales,Sikh,Female,49,Aged 49 years,"Black, Black British, Black Welsh, Caribbean or African",2
England and Wales,Sikh,Female,49,Aged 49 years,Mixed or Multiple ethnic groups,9
England and Wales,Sikh,Female,49,Aged 49 years,White,22
England and Wales,Sikh,Female,49,Aged 49 years,Other ethnic group,427
England and Wales,Sikh,Female,50,Aged 50 years,Does not apply,0
England and Wales,Sikh,Female,50,Aged 50 years,"Asian, Asian British or Asian Welsh",2991
England and Wales,Sikh,Female,50,Aged 50 years,"Black, Black British, Black Welsh, Caribbean or African",1
England and Wales,Sikh,Female,50,Aged 50 years,Mixed or Multiple ethnic groups,7
England and Wales,Sikh,Female,50,Aged 50 years,White,15
England and Wales,Sikh,Female,50,Aged 50 years,Other ethnic group,401
England and Wales,Sikh,Female,51,Aged 51 years,Does not apply,0
England and Wales,Sikh,Female,51,Aged 51 years,"Asian, Asian British or Asian Welsh",3119
England and Wales,Sikh,Female,51,Aged 51 years,"Black, Black British, Black Welsh, Caribbean or African",1
England and Wales,Sikh,Female,51,Aged 51 years,Mixed or Multiple ethnic groups,5
England and Wales,Sikh,Female,51,Aged 51 years,White,26
England and Wales,Sikh,Female,51,Aged 51 years,Other ethnic group,441
England and Wales,Sikh,Female,52,Aged 52 years,Does not apply,0
England and Wales,Sikh,Female,52,Aged 52 years,"Asian, Asian British or Asian Welsh",2956
England and Wales,Sikh,Female,52,Aged 52 years,"Black, Black British, Black Welsh, Caribbean or African",3
England and Wales,Sikh,Female,52,Aged 52 years,Mixed or Multiple ethnic groups,9
England and Wales,Sikh,Female,52,Aged 52 years,White,24
England and Wales,Sikh,Female,52,Aged 52 years,Other ethnic group,471
England and Wales,Sikh,Female,53,Aged 53 years,Does not apply,0
England and Wales,Sikh,Female,53,Aged 53 years,"Asian, Asian British or Asian Welsh",2839
England and Wales,Sikh,Female,53,Aged 53 years,"Black, Black British, Black Welsh, Caribbean or African",4
England and Wales,Sikh,Female,53,Aged 53 years,Mixed or Multiple ethnic groups,3
England and Wales,Sikh,Female,53,Aged 53 years,White,19
England and Wales,Sikh,Female,53,Aged 53 years,Other ethnic group,402
England and Wales,Sikh,Female,54,Aged 54 years,Does not apply,0
England and Wales,Sikh,Female,54,Aged 54 years,"Asian, Asian British or Asian Welsh",2628
England and Wales,Sikh,Female,54,Aged 54 years,"Black, Black British, Black Welsh, Caribbean or African",1
England and Wales,Sikh,Female,54,Aged 54 years,Mixed or Multiple ethnic groups,10
England and Wales,Sikh,Female,54,Aged 54 years,White,11
England and Wales,Sikh,Female,54,Aged 54 years,Other ethnic group,441
England and Wales,Sikh,Female,55,Aged 55 years,Does not apply,0
England and Wales,Sikh,Female,55,Aged 55 years,"Asian, Asian British or Asian Welsh",2514
England and Wales,Sikh,Female,55,Aged 55 years,"Black, Black British, Black Welsh, Caribbean or African",0
England and Wales,Sikh,Female,55,Aged 55 years,Mixed or Multiple ethnic groups,4
England and Wales,Sikh,Female,55,Aged 55 years,White,15
England and Wales,Sikh,Female,55,Aged 55 years,Other ethnic group,419
England and Wales,Sikh,Female,56,Aged 56 years,Does not apply,0
England and Wales,Sikh,Female,56,Aged 56 years,"Asian, Asian British or Asian Welsh",2406
England and Wales,Sikh,Female,56,Aged 56 years,"Black, Black British, Black Welsh, Caribbean or African",1
England and Wales,Sikh,Female,56,Aged 56 years,Mixed or Multiple ethnic groups,4
England and Wales,Sikh,Female,56,Aged 56 years,White,17
England and Wales,Sikh,Female,56,Aged 56 years,Other ethnic group,442
England and Wales,Sikh,Female,57,Aged 57 years,Does not apply,0
England and Wales,Sikh,Female,57,Aged 57 years,"Asian, Asian British or Asian Welsh",2305
England and Wales,Sikh,Female,57,Aged 57 years,"Black, Black British, Black Welsh, Caribbean or African",1
England and Wales,Sikh,Female,57,Aged 57 years,Mixed or Multiple ethnic groups,4
England and Wales,Sikh,Female,57,Aged 57 years,White,14
England and Wales,Sikh,Female,57,Aged 57 years,Other ethnic group,446
England and Wales,Sikh,Female,58,Aged 58 years,Does not apply,0
England and Wales,Sikh,Female,58,Aged 58 years,"Asian, Asian British or Asian Welsh",2373
England and Wales,Sikh,Female,58,Aged 58 years,"Black, Black British, Black Welsh, Caribbean or African",0
England and Wales,Sikh,Female,58,Aged 58 years,Mixed or Multiple ethnic groups,2
England and Wales,Sikh,Female,58,Aged 58 years,White,21
England and Wales,Sikh,Female,58,Aged 58 years,Other ethnic group,485
England and Wales,Sikh,Female,59,Aged 59 years,Does not apply,0
England and Wales,Sikh,Female,59,Aged 59 years,"Asian, Asian British or Asian Welsh",2363
England and Wales,Sikh,Female,59,Aged 59 years,"Black, Black British, Black Welsh, Caribbean or African",2
England and Wales,Sikh,Female,59,Aged 59 years,Mixed or Multiple ethnic groups,5
England and Wales,Sikh,Female,59,Aged 59 years,White,19
England and Wales,Sikh,Female,59,Aged 59 years,Other ethnic group,441
England and Wales,Sikh,Female,60,Aged 60 years,Does not apply,0
England and Wales,Sikh,Female,60,Aged 60 years,"Asian, Asian British or Asian Welsh",2086
England and Wales,Sikh,Female,60,Aged 60 years,"Black, Black British, Black Welsh, Caribbean or African",2
England and Wales,Sikh,Female,60,Aged 60 years,Mixed or Multiple ethnic groups,4
England and Wales,Sikh,Female,60,Aged 60 years,White,17
England and Wales,Sikh,Female,60,Aged 60 years,Other ethnic group,484
England and Wales,Sikh,Female,61,Aged 61 years,Does not apply,0
England and Wales,Sikh,Female,61,Aged 61 years,"Asian, Asian British or Asian Welsh",2150
England and Wales,Sikh,Female,61,Aged 61 years,"Black, Black British, Black Welsh, Caribbean or African",1
England and Wales,Sikh,Female,61,Aged 61 years,Mixed or Multiple ethnic groups,6
England and Wales,Sikh,Female,61,Aged 61 years,White,15
England and Wales,Sikh,Female,61,Aged 61 years,Other ethnic group,552
England and Wales,Sikh,Female,62,Aged 62 years,Does not apply,0
England and Wales,Sikh,Female,62,Aged 62 years,"Asian, Asian British or Asian Welsh",2045
England and Wales,Sikh,Female,62,Aged 62 years,"Black, Black British, Black Welsh, Caribbean or African",1
England and Wales,Sikh,Female,62,Aged 62 years,Mixed or Multiple ethnic groups,2
England and Wales,Sikh,Female,62,Aged 62 years,White,15
England and Wales,Sikh,Female,62,Aged 62 years,Other ethnic group,540
England and Wales,Sikh,Female,63,Aged 63 years,Does not apply,0
England and Wales,Sikh,Female,63,Aged 63 years,"Asian, Asian British or Asian Welsh",2025
England and Wales,Sikh,Female,63,Aged 63 years,"Black, Black British, Black Welsh, Caribbean or African",1
England and Wales,Sikh,Female,63,Aged 63 years,Mixed or Multiple ethnic groups,3
England and Wales,Sikh,Female,63,Aged 63 years,White,25
England and Wales,Sikh,Female,63,Aged 63 years,Other ethnic group,542
England and Wales,Sikh,Female,64,Aged 64 years,Does not apply,0
England and Wales,Sikh,Female,64,Aged 64 years,"Asian, Asian British or Asian Welsh",2086
England and Wales,Sikh,Female,64,Aged 64 years,"Black, Black British, Black Welsh, Caribbean or African",2
